,Aluguel,Condominio,IPTU,Venda,age_imovel,area_total,area_util,banheiro,city,commonareas,diverseareas,neigghborhood,privateareas,quarto,saletype,street,suite,title,vaga,price_rent_total
7312,,1350,,1350000,6,250,146,5,São Paulo,Fitness/Sala de Ginástica,,Vila Mascote,Suítes,3,Apartamento,"Rua Maratona, 285",3,3 Suítes - Varanda Gourmet - 3 Vagas - Lazer Completo - 146 m,3,
7313,,950,,1000000,6,250,108,4,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Mascote,Suítes,2,Apartamento,"Rua Maratona, 285",1,3 Dormitórios - Suite - Varanda Gourmet - 2 Vagas - Lazer Completo,2,
7314,1800,560,280,,6,130,97,2,Praia Grande,,,Vila Guilhermina,,2,Apartamento,RUA COLOMBIA 180,1,"Oportunidade Apartamento na Guilhermina Pertinho Da Praia Sendo 2 Dorm Com 3 Sacada, Predio Com 2 El",1,1800560
7315,,417,,345000,1,120,72,2,Praia Grande,,,Campo da Aviação,,2,Apartamento,RUA SENADOR NILO COELHO 70,1,Apartamento 2 Dormitórios Com 1 Suite E 2 Vagas De Garagem!,2,
7316,,1750,86900,7500000,1,1000,750,8,,Forno de pizza,Posição do Sol,,Suítes,6,Casa,,6,Casa Alto Luxo 750 M² 1ª Locação Sta Monica Jardins,6,
7317,,560,280,290000,6,130,97,2,Praia Grande,,,Vila Guilhermina,,2,Apartamento,RUA COLOMBIA 180,1,"Oportunidade Apartamento na Guilhermina Pertinho Da Praia Sendo 2 Dorm Com 3 Sacada, Predio Com 2 El",1,
7318,,700,305,195000,10,,83,1,Guarujá,Interfone,Aceita FGTS,Jardim Três Marias,Suítes,3,Apartamento,Rua José da Silva Figueiredo,1,Ótima Oportunidade Apartamento 3 Dormitórios - Enseada - Guarujá,1,
7319,,100,,205000,Breve lançamento,52,52,1,São Paulo,Interfone,Aceita FGTS,Vila Jacuí,Piso frio,2,Apartamento,"Rua Taiuvinha 175, Vila Jacui, São Paulo,",0,"Apartamento 52 m&sup2; Com 2 Quartos, Sacada E Vaga Livre, Entrada em 24x (Pmcmv)",1,
7320,,350,,690000,1,275,250,5,,Espaço Gourmet,,,Suítes,0,Casa,,4,"Casa Duplex, 4 Suítes Sendo 2 Master Com Closet, Condomínio Passaredo",5,
7321,1665,1135,200,360000,15,47,45,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,1,Apartamento,Avenida Brigadeiro Luís Antônio 3030,1,Flat Completo Próx. Do Metro Brigadeiro Nos Jardins – The Plazza – Flat & Flats,1,16651135
7322,1110,1690,100,270000,17,30,28,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,1,Apartamento,"Rua Bela Cintra, 672",1,Flat Amplo E Todo Mobiliado na Consolação – Paulista Classic – Flat & Flats,1,11101690
7323,,,,75000,Em construção,300,300,0,Bom Jesus dos Perdões,Área Verde,,Marf II,,0,Terreno,-,0,Região De Atibaia | Lotes A Partir De 300 m&sup2; | Loteamento Fechado | Facilitado,0,
7324,1650,1150,200,210000,17,31,29,1,São Paulo,Fitness/Sala de Ginástica,,Vila Congonhas,Suítes,1,Apartamento,"Rua Vieira de Morais, 1960",1,Flat em Frente Ao Aeroporto De Congonhas – Trans Congonhas – Flat & Flats,1,16501150
7325,1600,1900,100,275000,13,32,30,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,1,Apartamento,"Rua Bela Cintra, 1356",1,Flat Ao Lado Da Av Paulista Nos Jardins – Trans Bela Cintra – Flat & Flats,1,16001900
7326,,,,80000,Em construção,200,200,0,Bom Jesus dos Perdões,Área Verde,,Centro,,0,Terreno,-,0,Lotes A Partir De 200 m&sup2; Prox Ao Centro De Bom Jesus Dos Perdões|pagto Facilitado,0,
7327,,,,252000,,65,1,2,Salvador,,,Itapuã,,3,Apartamento,Itapua,1,Apartamento 3 Quartos Com Suíte no Itapuã Parque,1,
7328,,,480,480000,17,204,187,3,São Paulo,Acesso asfaltado,,Morumbi,,2,Apartamento,Alameda,1,Belíssimo Apartamento!,0,
7329,,,,80000,Em construção,,,0,Bom Jesus dos Perdões,Área Verde,,Centro,,0,Terreno,-,0,Santa Helena Residencial| Lotes A Partir De 200 m&sup2; Próximo Ao Centro| Facilitado,0,
7330,2650,1150,200,275000,11,29,28,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,1,Apartamento,"Rua Maestro Cardim, 407",1,Flat Próx. Do Metro São Joaquim no Paraíso – Mercure Bela Vista – Flat & Flats,1,26501150
7331,,,,69990,Em construção,175,175,0,,Área Verde,,,,0,Terreno,,0,Lançamento em Atibaia| Lotes A Partir De 175 M&sup2;| Pagto Facilitado| Itens De Lazer,0,
7332,1750,1450,100,330000,12,39,37,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,1,Apartamento,"Rua Barata Ribeiro, 205",1,Flat Ao Lado Da Av Nove De Julho Nos Jardins – Saint Charbel – Flat & Flats,1,17501450
7333,1800,1100,100,170000,12,34,32,1,São Paulo,Fitness/Sala de Ginástica,,Santana,Suítes,1,Apartamento,"Avenida Luís Dumont Villares, 400",1,Flat Perto Do Parque Da Juventude em Santana – Nortel – Flat & Flats,1,18001100
7334,2400,1300,200,320000,15,31,29,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,1,Apartamento,"Rua Bela Cintra, 672",1,Flat Ao Lado Da Av Paulista Nos Jardins – International Plaza – Flat & Flats,1,24001300
7335,2825,875,200,470000,14,45,43,1,São Paulo,Fitness/Sala de Ginástica,,Vila Olímpia,Suítes,1,Apartamento,"Rua Alvorada, 1009",1,Flat Ao Lado Da Av Dos Bandeirantes na Vl Olímpia –quality Vl Olímpia–flat&flats,1,2825875
7336,1630,1270,100,310000,16,32,30,1,São Paulo,Fitness/Sala de Ginástica,,Vila Olímpia,Suítes,1,Apartamento,"Rua Gomes de Carvalho, 1005",1,Flat Próx. Do Shopping Vila Olímpia na Vila Olímpia – The World – Flat & Flats,1,16301270
7337,1185,1515,100,210000,15,32,30,1,São Paulo,Fitness/Sala de Ginástica,,Vila Mariana,Suítes,1,Apartamento,"R. Sena Madureira, 1225",1,Flat Ideal para Alunos Da Unifesp na Vila Mariana – Tsue Bienal – Flat & Flats,1,11851515
7338,,,,70000,Breve lançamento,,48,1,Praia Grande,Salão de festas,,Canto do Forte,Varanda,1,Apartamento,av mallet,0,Uma Quadra Da Praia Ap. De 1 Dorm. no Canto Do Forte,1,
7339,,,,245000,,65,65,2,Salvador,,,Imbuí,,2,Apartamento,IMBUI,1,Apartamento 2/4 no Residencial Dunas Do Imbuí,1,
7340,3200,2100,200,960000,17,64,62,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,2,Apartamento,"Alameda Jaú, 358",1,Flat Ao Lado Da Av Nove De Julho Nos Jardins – Park Avenue – Flat & Flats,1,32002100
7341,1690,1000,110,360000,25,27,25,1,São Paulo,Fitness/Sala de Ginástica,,Moema,Suítes,27,Apartamento,"Avenida Ibijaú, 368",1,Flat Completo Ao Lado Da Av Ibirapuera em Moema – Qi Intelligence – Flat & Flats,1,16901000
7342,,250,900,250000,4,45,45,2,,Interfone,Aceita FGTS,,Suítes,2,Apartamento,,1,Apartamento Novo no Centro Da Cidade,1,
7343,,,,140000000,2,,60,1,Paulista,,Aceita FGTS,Pau Amarelo,Cozinha americana,3,Apartamento,rua Tchecoslováquia,0,Promoção Casa Prive 3 Quartos em Pau Amarelo Com Documentação Inclusa,1,
7344,,700,1500,765000,6,68,68,2,Salvador,Espaço Gourmet,Aceita FGTS,Ondina,Suítes,1,Apartamento,"Avenida Oceanica, 1454",1,"Barra, Quarto E Sala Com Vista para O Mar E Finamente Decorado!",1,
7345,,,,69990,Em construção,175,175,0,,Área Verde,,,,0,Terreno,,0,Pré Lançamento|lotes Mistos A Partir De 175 m&sup2; em Atibaia|facilitado| Cadastre - Se,0,
7346,,,,69990,Em construção,175,175,0,,Área Verde,,,,0,Terreno,,0,Atibaia | Lotes A Partir De 175 m&sup2; |lançamento |pagto Facilitado | Itens De Lazer,0,
7347,,,,223250,1,250,250,0,,Acesso asfaltado,,,,0,Terreno,,0,Reserva Ermida | Lotes A Partir De 250 m&sup2; Próx A Serra Do Japi |pronto|facilitado,0,
7348,,1,1,120000,12,,26,1,São Paulo,Espaço Gourmet,,República,Suítes,1,Apartamento,avenida 1140,0,Vendo Flat Investimento Sao Paulo Centro Ibis Sao João Com Renda Media,1,
7349,,,,440000,6,,75,2,Guarulhos,Fitness/Sala de Ginástica,Aceita FGTS,Vila Augusta,Mobiliado,2,Apartamento,Av. Leonor,1,Suprema - Pronto para Morar | Mobiliado,2,
7350,,,,223250,1,250,250,0,,Acesso asfaltado,,,,0,Terreno,,0,Lotes De 250 m&sup2; em Jundiaí | Frente A Serra Do Japi | Pronto | Pagto Facilitado,0,
7351,,,,380000000,20,,127,3,,Interfone,Aceita FGTS,,Suítes,4,Apartamento,,1,Vende Apartamento 127 m&sup2; no Janga Quitado 4 Quatros,1,
7352,,,,470000,,221,188,1,,,,,Churrasqueira,3,Casa,,3,Sobrado Padrão para Venda em Recreio Maristela Atibaia - Sp,2,
7353,,1000,300,1210000,1,150,150,5,Barueri,Acesso asfaltado,,Alphaville,Suítes,4,Apartamento,Andromeda,4,Apartamento Com Mezanino A Venda,4,
7354,,,,62000,Em construção,200,200,0,Bom Jesus dos Perdões,Área Verde,,Centro,,0,Terreno,-,0,Lotes A Partir De 200 m&sup2; na Região De Atibaia | Pagto Facilitado | Próx Ao Centro,0,
7355,,480,,315000,,71,59,2,Águas Claras,Espaço Gourmet,Andares,Aguas Norte,Guarita,2,Apartamento,RUA,1,Águas Claras 2 Quartos Com Armários Andar Alto Lazer Completo Real Paris,1,
7356,,,,2750000,4,431,240,5,Curitiba,Interfone,,Água Verde,Suítes,3,Apartamento,"R. Dr. Alexandre Gutierrez,",3,Edifício The Place - Amplo Apartamento em Frente A Praça Do Japão,4,
7357,,220,80,199000,13,42,42,1,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim Boa Vista (Zona Oeste),Ar condicionado,2,Apartamento,Estr. Velha de Itapecirica 19,1,Sing Campo Limpo,1,
7358,,1300,1500,7500000,1,,600,9,,,,,,7,Casa,,7,250 m Da Praia! Totalmente Equipada E Decorada!,7,
7359,,,,62000,Em construção,200,200,0,Bom Jesus dos Perdões,Área Verde,,Centro,,0,Terreno,-,0,Próximo Ao Centro De Perdões | Lotes A Partir De 200 m&sup2; | Pagto Facilitado,0,
7360,,,,626847,1,74,39,0,São Paulo,Câmeras de segurança,,Santo Amaro,,0,Comercial,"Rua Benedito Fernandes, nº 545",0,Escritório em Santo Amaro - São Paulo/sp Com 13% Abaixo Do Valor De Avaliação!,0,
7361,,1000,,941400,1,81,81,3,São Paulo,Fitness/Sala de Ginástica,,Cidade Monções,Suítes,2,Apartamento,Rua California,2,Habitarte Brooklin Apartamento De 81 Mt² 2 Suites 2 Vagas,2,
7362,,,,199000,,3500,38,1,,Espaço Gourmet,,,Bicicletário,2,Apartamento,,,"Apartamento para Venda - São Paulo / Sp, Bairro Vila Regente Feijó",1,
7363,,,,169900,Em construção,360,360,0,Itupeva,Fitness/Sala de Ginástica,,Centro,,0,Terreno,-,0,Ibi Aram | Lotes A Partir De 360 m&sup2; em Itupeva| Clube Completo E Lago| Facilitado,0,
7364,,,,169900,1,360,360,0,Itupeva,Fitness/Sala de Ginástica,,Centro,,0,Terreno,-,0,Região De Jundiaí | Lotes A Partir De 360 m&sup2; | Pronto | Lazer E Lago | Facilitado,0,
7365,,,,162000,Em construção,360,360,0,Itupeva,Fitness/Sala de Ginástica,,Centro,,0,Terreno,-,0,Lotes A Partir De 360 m&sup2; em Itupeva | Clube Completo E Lagos | Pagto Facilitado,0,
7366,,750,,890000,3,100,100,3,São Paulo,Fitness/Sala de Ginástica,,Chácara Santo Antônio,Suítes,3,Apartamento,Rua Doutor Antônio Bento,1,"Lindo Apto: 3 Dor, Suíte, 2 Vagas + Depósito, Andar Alto E Lazer Completo!",2,
7367,,,,162000,Em construção,360,360,0,Itupeva,Fitness/Sala de Ginástica,,Centro,,0,Terreno,-,0,Villagio Azzure | Lotes A Partir De 360 m&sup2; em Itupeva | Lazer E Lagos| Facilitado,0,
7368,1500,,,,10,300,110,3,Cabo Frio,,,Peró,,3,Casa,"Estrada do Guriri, 2090",3,Aluguel Fixo 3 Suítes Condomínio Dos Pássaros,2,
7369,,3570,8700,3590000,6,308,308,6,Salvador,Fitness/Sala de Ginástica,Aceita FGTS,Vitória,Suítes,4,Apartamento,Avenida Sete de Setembro,4,"Corredor Da Vitoria, Quatro Suítes Com Vista Mar, Pier E Teleférico!",4,
7370,,120,70,153900,1,40,40,1,São Paulo,Espaço Gourmet,Aceita FGTS,Parque Bristol,Churrasqueira,2,Apartamento,av dos Ourives,0,Minha Casa Minha Vida Prox. Av Cursino Á Partir De 153.900,0,
7371,,,,145000,,,45,1,Taubaté,Portaria 24 horas,,Estiva,,2,Apartamento,-,,Apartamento Padrão para Venda em Estiva Taubaté - Sp,1,
7372,2650,,,,40,,135,2,Santos,Elevador,Andares,Campo Grande,Permite animais,2,Apartamento,"Avenida Bernardino de Campos,",0,Pompeia - Canal 2 - Ótima Opção - Amplo - Garagem Demarcada,1,
7373,,1400,80,280000,20,55,55,1,Barueri,Fitness/Sala de Ginástica,,Alphaville,Mobiliado,1,Apartamento,Alameda Grajau,0,Alphaville Centro 1 Dormitório Oportunidade,1,
7374,,,,162000,Em construção,,,0,Itupeva,Fitness/Sala de Ginástica,,Centro,,0,Terreno,-,0,Região De Jundiaí | Lotes A Partir De 360 m&sup2; | Área De Lazer E Lagos | Facilitado,0,
7375,,,,148900,1,150,150,0,Jundiaí,Espaço Gourmet,,Jardim Celeste,,0,Terreno,-,0,Reserva Da Mata | Lotes A Partir De 150 m&sup2; em Jundiaí | Lazer E Lagos | Pronto,0,
7376,,,,148900,1,150,150,0,Jundiaí,Espaço Gourmet,,Jardim Celeste,,0,Terreno,-,0,Lotes A Partir De 150 m&sup2; em Jundiaí| Loteamento Fechado C/ Lazer E Lagos|consulte,0,
7377,,,,62000,Em construção,200,200,0,Bom Jesus dos Perdões,Área Verde,,Centro,,0,Terreno,-,0,Residencial Lamismar | Lotes A Partir De 200 m&sup2; em Perdões | Próximo Ao Centro,0,
7378,,,,2250000,8,250,200,5,Brasília,Fitness/Sala de Ginástica,Andares,Sudoeste,Suítes,4,Apartamento,QUADRA SQSW,2,Sudoeste - Vista Livre Lindo.,2,
7379,2300,,,,3,55,55,1,Salvador,Salão de festas,,Ondina,,1,Apartamento,Rua Morro do Escravo Miguel 297,1,Apartamento Padrão para Aluguel em Ondina Salvador - Ba,1,
7380,,420,,380000,8,70,70,2,Brasília,Interfone,Andares,Centro,Esgoto,2,Apartamento,QUADRA,1,"Vista Livre, Nascente, 2 Vagas, Andar Alto.",2,
7381,,,,130000000,Breve lançamento,,55,1,,Lazer no Pilotis,Posição do Apto,,Varanda,2,Apartamento,,1,Vende em Pau Amarelo Prive 2 Quartos Próximo Av E Ao Forte.,1,
7382,,,,62000,Em construção,200,200,0,Bom Jesus dos Perdões,Área Verde,,Centro,,0,Terreno,-,0,Lotes A Partir De 200 m&sup2; em Bom Jesus Dos Perdões| Próximo Ao Centro| Facilitado,0,
7383,1800,,50,,1,108,90,2,São Paulo,Interfone,,Jardim Ester,Varanda Fechada com vidro,2,Casa,LUCAS PADILLA,0,Sobrado Novo! Fernando - 13265,1,
7384,,650,,575000,1,80,80,2,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim Marajoara,Suítes,3,Apartamento,rua Homero Roxo  jd marajoara,1,Apartamento 3 Dormitórios - Bosque Marajoara Pronto para Morar,2,
7385,1200,550,,,1,70,60,1,Rio de Janeiro,Fitness/Sala de Ginástica,Andares,Campo Grande,Suítes,0,Apartamento,Estrada da Cachamorra,1,Melhor Condomínio De Campo grande (Condomínio Contemporâneo Design Resort),1,1200550
7386,,,,75000,Em construção,300,300,0,Bom Jesus dos Perdões,Área Verde,,Marf II,,0,Terreno,-,0,Alto Da Floresta | Lotes A Partir De 300 m&sup2; na Região De Atibaia|pagto Facilitado,0,
7387,,406,,398000,3,,41,1,Curitiba,Espaço Gourmet,Aceita FGTS,Água Verde,Varanda Gourmet,1,Apartamento,rua Visconde de Guarapuava,0,Lifespace - 01 Quarto - Revenda - Documentação Ok,1,
7388,1100,390,97,,7,39,27,1,Brasília,Espaço Gourmet,Andares,Lago Norte,Ar condicionado,1,Apartamento,QUADRA CA 11 bloco 1 apto,0,"Shin Ca 11 Next, Armários, Garagem Coberta 99993 - 9494",1,1100390
7389,,,,220000,3,420,,0,,Fitness/Sala de Ginástica,,,,0,Terreno,,0,Terreno em Condomínio Mirassol Sp 420 m&sup2;.,0,
7390,15000,,,,2,2334,601,0,Guará,,,Setor Industrial,,0,Comercial,SCIA QUADRA 8 CONJUNTO 11,0,Galpão Scia Próximo à Via Estrutural,3,
7391,,,,379000,1,68,68,2,Rio de Janeiro,Fitness/Sala de Ginástica,Aceita FGTS,Recreio dos Bandeirantes,Varanda,2,Apartamento,av tim maia,1,Apartamento 2 Quartos 1 Suíte 68 m&sup2; - R$379 Mil - Recreio - Rg Personal,1,
7392,,,,700000,1,166,83,2,Curitiba,Espaço Gourmet,,Centro,Piso frio,2,Apartamento,"R. Mal. Deodoro, 1340 - Centro",1,Residencial Berkeley - Cobertura Duplex no Coração De Curitiba,2,
7393,,450,800,455000,,93,77,1,Porto Alegre,Jardim,,Menino Deus,Ar condicionado,2,Apartamento,MIGUEL COUTO,0,Apartamento à Venda - em Menino Deus,1,
7394,,1,422,1590000,,198,250,4,São Paulo,,,Vila Ipojuca,Suítes,4,Casa,HAROLDO PACHECO E SILVA,1,Casa à Venda - no Alto Da Lapa,5,
7395,,400,198,185000,8,85,63,1,Praia Grande,,,Vila Guilhermina,,1,Apartamento,RUA RUBENS FERREIRA MARTINS 50,0,Ampla Apartamento 1 Dormitório na Cidade De Praia Grande!,1,
7396,,,,170000,1,,,0,Itupeva,Fitness/Sala de Ginástica,,Centro,,0,Terreno,-,0,Gran Ville São Venâncio | Lotes De 300 m&sup2; em Itupeva | Clube Completo | Pronto,0,
7397,,550,640,900000,1,145,111,1,Praia Grande,,,Vila Guilhermina,,3,Apartamento,AV PRESIDENTE CASTELO BRANCO 1800,2,Apartamento De Alto Padrão Frente para O Mar,2,
7398,,450,200,270000,3,100,70,1,Praia Grande,,,Vila Caiçara,,2,Apartamento,AVENIDA PRESIDENTE CASTELO BRANCO 11000,1,"Frente Mar, Praia Grande",1,
7399,,,,170000,1,300,300,0,Itupeva,Fitness/Sala de Ginástica,,Centro,,0,Terreno,-,0,Lotes De 300 m&sup2; em Itupeva| Loteamento Fechado Com Lazer| Pronto| Facilitado,0,
7400,,1,1,270000,1,90,65,1,Praia Grande,,,Campo da Aviação,,2,Apartamento,RUA JOAO RAMALHO 988,1,Apartamento 2 Dormitórios Com 1 Suite na Cidade De Praia Grande!,1,
7401,,,,456000,1,121,73,2,Curitiba,Espaço Gourmet,,Centro,Piso frio,2,Apartamento,"R. Mal. Deodoro, 1340",1,Residencial Berkeley - (73 M&sup2;) Apartamento 2 (1 Suíte) Quartos no Centro,1,
7402,,,,1295000,,366,366,,Curitiba,WC para empregados,,Santa Felicidade,Suítes,3,Casa,Osvaldir Antônio Cuman 622,1,Casa à Venda - em Santa Felicidade,3,
7403,,3000,9000,2750000,,1168,,6,Ilhabela,Piscina,,Praia do Curral,Suítes,4,Casa,AVENIDA JOSÉ PACHECO DO NASCIMENTO,4,"Casa Residencial à Venda, Curral, Ilhabela.",3,
7404,,380,170,170000,18,75,50,1,Praia Grande,,,Vila Tupi,,1,Apartamento,RUA JUQUIRAIS 66,0,"Oportunidade Apartamento De 1 Dormitorio Sendo Sala, Cozinha, Dorm Grande, Area De Serviço, Sacada, Pre",1,
7405,,1,1,166000,1,80,36,1,Praia Grande,,,Campo da Aviação,,1,Apartamento,RUA JOAO RAMALHO 988,0,Apartamento 1 Dormitório na Cidade De Praia Grande!,1,
7406,,,,330000,,,,2,,,,,Churrasqueira,3,Casa,,0,Sobrado - Jardim Aclimação,2,
7407,,491,259,230000,7,90,75,1,Praia Grande,,,Vila Guilhermina,,2,Apartamento,RUA DOUTOR CIRO CARNEIRO 318,1,Apartamento De 2 Dorm. Sendo 1 Suite na Cidade De Praia Grande,1,
7408,,,,111000,,44,43,1,Fazenda Rio Grande,Lavanderia,,Estados,Rio,2,Casa,Travessa Piên 349,,"Casa para Venda - Fazenda Rio Grande / Pr, Bairro Estados",1,
7409,,920,244,930000,,111,111,3,São Paulo,Espaço Gourmet,,Chácara Santo Antônio,Churrasqueira,2,Apartamento,Avenida Doutor Mário Vilas Boas Rodrigues 175,1,Apartamento Cobertura para Venda em Chácara Santo Antônio (Zona Sul) São Paulo - Sp,2,
7410,,,,184900,,3940,4041,1,,Elevador,,,Elevador,2,Apartamento,,,"Apartamento para Venda - São Paulo / Sp, Bairro Itaquera",1,
7411,,450000,,520000,1,74,74,2,São Bernardo do Campo,Fitness/Sala de Ginástica,Aceita FGTS,Anchieta,Piso frio,3,Apartamento,RUA AUGUSTO SOARES,1,Pronto P/ Morar Living Moovie Sbc 74 m&sup2; 2 Vagas 3 Dorms Terraço C/churrasqueira,2,
7412,,392,87,485000,5,72,61,2,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Água Branca,Suítes,0,Apartamento,"Av. Santa Marina, 1588",1,"Apartamento à Venda, 2 Dormitórios Com 1 Suíte, 61 m&sup2;, Por R$385.000",1,
7413,,,,1500000,16,787,448,,Brasília,Interfone,Andares,Setor Habitacional Jardim Botânico,Suítes,5,Casa,CONDOMÍNIO ESTÂNCIA JARDIM BOTÂNICO,4,Casa 5qts/4sts Lazer Completo Condomínio Estância Jardim Botânico - Setor Habitacional Jardim Botâni,4,
7414,,500,,1300000,4,1000,400,6,Brasília,Interfone,Posição do Apto,Setor Habitacional Jardim Botânico,Suítes,5,Casa,CONDOMÍNIO MORADA DE DEUS,4,Condomínio Amobb - Jardim Botânico Pronto para Financiar,3,
7415,,,,690000,,,300,4,Brasília,Piscina,Ocupado,Setor Habitacional Jardim Botânico,Esgoto,4,Casa,CONDOMÍNIO QUINTA INTERLAGOS,1,Casa Condomínio Quinta Interlagos - Setor Habitacional Jardim Botânico,5,
7416,,,,1880000,11,1000,600,5,Brasília,Espaço Gourmet,Andares,Setor Habitacional Jardim Botânico,Suítes,4,Casa,CONDOMÍNIO SOLAR DE BRASÍLIA,4,Casa Condomínio Solar De Brasília - Escriturada,4,
7417,,460,,1300000,,1900,576,5,Brasília,,Andares,Setor Habitacional Jardim Botânico,,5,Casa,CONDOMÍNIO RESIDENCIAL MANSÕES ITAIPU,4,Casa 4 Sts Condomínio Residencial Mansões Itaipu - Setor Habitacional Jardim Botânico,12,
7418,,,,1380000,6,1300,700,6,Brasília,Interfone,Andares,Setor Habitacional Jardim Botânico,Suítes,5,Casa,CONDOMÍNIO QUINTA INTERLAGOS,4,Casa 5 Sts Condomínio Quinta Interlagos - Setor Habitacional Jardim Botânico,17,
7419,1200,,100,,,,50,1,Taguatinga,,,Taguatinga Norte,Armário de cozinha,1,Apartamento,QD Qnd 15,0,Nascente - Excelente Localização,0,
7420,,400,,480000,,61,61,1,São Paulo,Vestiário,,Tucuruvi,,2,Apartamento,Avenida Júlio Buono,1,Magnifico Apartamento na Vila Gustavo,1,
7421,,580,,450000,7,104,80,3,Águas Claras,Espaço Gourmet,Andares,Aguas Norte,Guarita,3,Apartamento,RUA,1,"Real Paris 3 Quartos, Vazado, Reformado, Com 2 Vagas Cobertas, Excelente Preço!",2,
7422,1800,400,175,,,97,97,2,São Paulo,,,Jardim São Paulo(Zona Norte),Suítes,2,Apartamento,RUA CONDESSA SICILIANO,0,Apartamento Jardim São Paulo,1,1800400
7423,,4400,2200,2500000,,374,374,6,São Paulo,Fitness/Sala de Ginástica,,Panamby,Suítes,5,Apartamento,Estrada Carlos Queiroz Telles,4,"Generosidade De Requinte, Espaço E Conforto Definem Esse Apartamento.",5,
7424,,680,,780000,5,143,143,3,Jundiaí,Espaço Gourmet,Andares,Vila Guarani,Aceita Financiamento,3,Apartamento,RUA AURORA GERMANO DE LEMOS 175,1,"Apartamento Cobertura, 3 Dormitórios Com Suíte, Terraço Com Churrasqueira, Condomínio Esplendido Jun",2,
7425,,,,330000,,,67,2,,,,,,2,Apartamento,,1,"Apartamento Com 2 Dorms, Vila Alzira, Santo André",1,
7426,,150,,330000,,,67,2,,,,,,2,Apartamento,,1,"Apartamento Com 2 Dorms, Vila Alzira, Santo André",1,
7427,,550,,450000,39,144,105,2,Curitiba,Salão de festas,,Mercês,Suítes,3,Apartamento,Desembargador Vieira Cavalcanti,1,Oportunidade no Mercês,2,
7428,,150,79,350000,3,77,77,2,Mogi das Cruzes,Interfone,Aceita FGTS,Mogi Moderno,Mobiliado,3,Apartamento,Rua Clara Perez Freire,1,Apartamento 3 Dorms. (Suíte) Centro.,2,
7429,,,,700000,Breve lançamento,6000,105,4,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Tatuapé,Suítes,3,Apartamento,Rua Ivaí,3,More Tatuape Perto Do Metro Lançamento Pra Morar,2,
7430,,,58,380000,,160,,1,Jundiaí,Portão Eletrônico,Andares,Vila Arens II,Quintal,3,Casa,Rua Lima Barreto 37,,Casa - Vila Arens II,3,
7431,,,,35000,1,200,200,0,Itapevi,Casa sede,,Centro,Permite animais,0,Terreno,centro,0,Itapevi Saia Do Aluguel,0,
7432,,646,,1270000,,260,168,3,Itapema,Piscina aquecida,,Meia Praia,Suítes,4,Apartamento,Rua 303 150,2,4 Dormitórios na Quadra Do Mar - Mobiliado,0,
7433,,850,3000,1750000,,380,220,6,Juiz de Fora,,,Centro,Aceita Financiamento,4,Apartamento,Rua Pasteur,4,Ref.: 4020 - Alto Padrão,,
